Orthogroup	Prai	Praa
OG0001150	Prai.g_01374	Praa.g_01370
OG0001151	Prai.g_01385	Praa.g_01381
OG0001152	Prai.g_01386	Praa.g_01382
OG0001153	Prai.g_01494	Praa.g_01508
OG0001154	Prai.g_01495	Praa.g_01509
OG0001155	Prai.g_01507	Praa.g_01521
OG0001156	Prai.g_01510	Praa.g_01524
OG0001157	Prai.g_01511	Praa.g_01525
OG0001158	Prai.g_01512	Praa.g_01526
OG0001159	Prai.g_01513	Praa.g_01527
OG0001160	Prai.g_01537	Praa.g_01552
OG0001161	Prai.g_01550	Praa.g_01565
OG0001162	Prai.g_01563	Praa.g_01576
OG0001163	Prai.g_01630	Praa.g_01627
OG0001164	Prai.g_01634	Praa.g_01631
OG0001165	Prai.g_01637	Praa.g_01634
OG0001166	Prai.g_01657	Praa.g_01654
OG0001167	Prai.g_01674	Praa.g_01672
OG0001168	Prai.g_01676	Praa.g_01674
OG0001169	Prai.g_01678	Praa.g_01676
OG0001170	Prai.g_01680	Praa.g_01678
OG0001171	Prai.g_01689	Praa.g_01688
OG0001172	Prai.g_01704	Praa.g_01702
OG0001173	Prai.g_01705	Praa.g_01703
OG0001174	Prai.g_01713	Praa.g_01711
OG0001175	Prai.g_01714	Praa.g_01712
OG0001176	Prai.g_01721	Praa.g_01719
OG0001177	Prai.g_01724	Praa.g_01722
OG0001178	Prai.g_01729	Praa.g_01727
OG0001179	Prai.g_01761	Praa.g_01759
OG0001180	Prai.g_01788	Praa.g_01781
OG0001181	Prai.g_01792	Praa.g_01785
OG0001182	Prai.g_01799	Praa.g_01792
OG0001183	Prai.g_01803	Praa.g_01797
OG0001184	Prai.g_01819	Praa.g_01813
OG0001185	Prai.g_01833	Praa.g_01827
OG0001186	Prai.g_01856	Praa.g_01850
OG0001187	Prai.g_01862	Praa.g_01854
OG0001188	Prai.g_01864	Praa.g_01857
OG0001189	Prai.g_01881	Praa.g_01874
OG0001190	Prai.g_01885	Praa.g_01878
OG0001191	Prai.g_01895	Praa.g_01888
OG0001192	Prai.g_01899	Praa.g_01892
OG0001193	Prai.g_01909	Praa.g_01902
OG0001194	Prai.g_01910	Praa.g_01903
OG0001195	Prai.g_01911	Praa.g_01904
OG0001196	Prai.g_01924	Praa.g_01917
OG0001197	Prai.g_01925	Praa.g_01918
OG0001198	Prai.g_01933	Praa.g_01925
OG0001199	Prai.g_00074	Praa.g_00074
OG0001200	Prai.g_00076	Praa.g_00076
OG0001201	Prai.g_00108	Praa.g_00108
OG0001202	Prai.g_00210	Praa.g_00199
OG0001203	Prai.g_00249	Praa.g_00238
OG0001204	Prai.g_00256	Praa.g_00243
OG0001205	Prai.g_00476	Praa.g_00444
OG0001206	Prai.g_00493	Praa.g_00462
OG0001207	Prai.g_00507	Praa.g_00477
OG0001208	Prai.g_00512	Praa.g_00482
OG0001209	Prai.g_00563	Praa.g_00535
OG0001210	Prai.g_00568	Praa.g_00540
OG0001211	Prai.g_00578	Praa.g_00551
OG0001212	Prai.g_00624	Praa.g_00596
OG0001213	Prai.g_00658	Praa.g_00629
OG0001214	Prai.g_00666	Praa.g_00637
OG0001215	Prai.g_00719	Praa.g_00690
OG0001216	Prai.g_00750	Praa.g_00713
OG0001217	Prai.g_00894	Praa.g_00751
OG0001218	Prai.g_00887	Praa.g_00758
OG0001219	Prai.g_00858	Praa.g_00791
OG0001220	Prai.g_00795	Praa.g_00856
OG0001221	Prai.g_01035	Praa.g_00918
OG0001222	Prai.g_00997	Praa.g_00956
OG0001223	Prai.g_00971	Praa.g_00982
OG0001224	Prai.g_00922	Praa.g_01035
OG0001225	Prai.g_00920	Praa.g_01037
OG0001226	Prai.g_01083	Praa.g_01064
OG0001227	Prai.g_01101	Praa.g_01083
OG0001228	Prai.g_01218	Praa.g_01204
OG0001229	Prai.g_01368	Praa.g_01364
OG0001230	Prai.g_01455	Praa.g_01468
OG0001231	Prai.g_01560	Praa.g_01574
OG0001232	Prai.g_01661	Praa.g_01658
OG0001233	Prai.g_01681	Praa.g_01679
OG0001234	Prai.g_01716	Praa.g_01714
OG0001235	Prai.g_01726	Praa.g_01724
OG0001236	Prai.g_01816	Praa.g_01810
OG0001237	Prai.g_01820	Praa.g_01814
OG0001238	Prai.g_01896	Praa.g_01889
OG0001239	Prai.g_00071	Praa.g_00071
OG0001240	Prai.g_00093	Praa.g_00093
OG0001241	Prai.g_00101	Praa.g_00101
OG0001242	Prai.g_00119	Praa.g_00119
OG0001243	Prai.g_00125	Praa.g_00125
OG0001244	Prai.g_00141	Praa.g_00141
OG0001245	Prai.g_00392	Praa.g_00379
OG0001246	Prai.g_00534	Praa.g_00504
OG0001247	Prai.g_00712	Praa.g_00683
OG0001248	Prai.g_00714	Praa.g_00685
OG0001249	Prai.g_00869	Praa.g_00780
OG0001250	Prai.g_00806	Praa.g_00845
OG0001252	Prai.g_00927	Praa.g_01030
OG0001253	Prai.g_01102	Praa.g_01084
OG0001254	Prai.g_01145	Praa.g_01129
OG0001255	Prai.g_01156	Praa.g_01144
OG0001256	Prai.g_01553	Praa.g_01567
OG0001257	Prai.g_01559	Praa.g_01573
OG0001258	Prai.g_01635	Praa.g_01632
OG0001259	Prai.g_01679	Praa.g_01677
OG0001260	Prai.g_01695	Praa.g_01694
OG0001261	Prai.g_01769	Praa.g_01767
OG0001262	Prai.g_01879	Praa.g_01872
OG0001265	Prai.g_00118	Praa.g_00118
OG0001266	Prai.g_00214	Praa.g_00203
OG0001267	Prai.g_00293	Praa.g_00280
OG0001268	Prai.g_00352	Praa.g_00339
OG0001269	Prai.g_00372	Praa.g_00358
OG0001270	Prai.g_00465	Praa.g_00434
OG0001271	Prai.g_00502	Praa.g_00472
OG0001272	Prai.g_00516	Praa.g_00486
OG0001273	Prai.g_00660	Praa.g_00631
OG0001275	Prai.g_00961	Praa.g_00992
OG0001276	Prai.g_00942	Praa.g_01014
OG0001277	Prai.g_01090	Praa.g_01072
OG0001278	Prai.g_01223	Praa.g_01209
OG0001279	Prai.g_01583	Praa.g_01257
OG0001280	Prai.g_01334	Praa.g_01317
OG0001281	Prai.g_01340	Praa.g_01323
OG0001282	Prai.g_01371	Praa.g_01367
OG0001284	Prai.g_01532	Praa.g_01547
OG0001285	Prai.g_01664	Praa.g_01661
OG0001286	Prai.g_01786	Praa.g_01779
OG0001287	Prai.g_01840	Praa.g_01834
OG0001288	Prai.g_01849	Praa.g_01843
OG0001289	Prai.g_00087	Praa.g_00087
OG0001290	Prai.g_00100	Praa.g_00100
OG0001291	Prai.g_00135	Praa.g_00135
OG0001292	Prai.g_00261	Praa.g_00248
OG0001293	Prai.g_00274	Praa.g_00261
OG0001294	Prai.g_00389	Praa.g_00377
OG0001295	Prai.g_00498	Praa.g_00467
OG0001296	Prai.g_00539	Praa.g_00509
OG0001298	Prai.g_00605	Praa.g_00577
OG0001299	Prai.g_00695	Praa.g_00666
OG0001300	Prai.g_00722	Praa.g_00693
OG0001301	Prai.g_00725	Praa.g_00696
OG0001302	Prai.g_00860	Praa.g_00789
OG0001304	Prai.g_00933	Praa.g_01024
OG0001305	Prai.g_00914	Praa.g_01043
OG0001306	Prai.g_01158	Praa.g_01146
OG0001307	Prai.g_01354	Praa.g_01349
OG0001308	Prai.g_01473	Praa.g_01486
OG0001309	Prai.g_01557	Praa.g_01571
OG0001310	Prai.g_01650	Praa.g_01647
OG0001315	Prai.g_00061	Praa.g_00062
OG0001316	Prai.g_00140	Praa.g_00140
OG0001317	Prai.g_00245	Praa.g_00234
OG0001318	Prai.g_00269	Praa.g_00256
OG0001321	Prai.g_00482	Praa.g_00450
OG0001322	Prai.g_00483	Praa.g_00451
OG0001323	Prai.g_00548	Praa.g_00519
OG0001324	Prai.g_00723	Praa.g_00694
OG0001325	Prai.g_00753	Praa.g_00716
OG0001327	Prai.g_01075	Praa.g_01055
OG0001328	Prai.g_01100	Praa.g_01082
OG0001330	Prai.g_01309	Praa.g_01289
OG0001331	Prai.g_01376	Praa.g_01372
OG0001332	Prai.g_01504	Praa.g_01519
OG0001333	Prai.g_01675	Praa.g_01673
OG0001334	Prai.g_01806	Praa.g_01800
OG0001335	Prai.g_01807	Praa.g_01801
OG0001336	Prai.g_01921	Praa.g_01914
OG0001339	Prai.g_00103	Praa.g_00103
OG0001340	Prai.g_00341	Praa.g_00328
OG0001341	Prai.g_00897	Praa.g_00749
OG0001343	Prai.g_01062	Praa.g_00890
OG0001344	Prai.g_01175	Praa.g_01163
OG0001345	Prai.g_01190	Praa.g_01178
OG0001346	Prai.g_01336	Praa.g_01319
OG0001348	Prai.g_01587	Praa.g_01595
OG0001349	Prai.g_01407	Praa.g_01624, Praa.g_01794
OG0001350	Prai.g_00248	Praa.g_00237
OG0001351	Prai.g_00485	Praa.g_00453
OG0001352	Prai.g_00709	Praa.g_00680
OG0001353	Prai.g_00815	Praa.g_00836
OG0001355	Prai.g_01272	Praa.g_01605
OG0001358	Prai.g_00649	Praa.g_00620
OG0001359	Prai.g_01061	Praa.g_00891
OG0001360	Prai.g_01103	Praa.g_01085
OG0001361	Prai.g_01187	Praa.g_01175
OG0001362	Prai.g_01477	Praa.g_01490
OG0001363	Prai.g_01479	Praa.g_01492
OG0001364	Prai.g_01809	Praa.g_01803
OG0001365	Prai.g_01889	Praa.g_01882
OG0001369	Prai.g_00092	Praa.g_00092
OG0001371	Prai.g_00708	Praa.g_00679
OG0001372	Prai.g_00909	Praa.g_00757
OG0001375	Prai.g_01063	Praa.g_00889
OG0001376	Prai.g_01069	Praa.g_01049
OG0001377	Prai.g_01070	Praa.g_01050
OG0001378	Prai.g_01112	Praa.g_01094
OG0001381	Prai.g_01364	Praa.g_01360
OG0001382	Prai.g_01575	Praa.g_01587
OG0001384	Prai.g_01549	Praa.g_01564
OG0001394	Prai.g_01031	Praa.g_00922
OG0001395	Prai.g_00931	Praa.g_01026
OG0001397	Prai.g_01478	Praa.g_01491
OG0001398	Prai.g_01601	Praa.g_01601
OG0001399	Prai.g_01718	Praa.g_01716
OG0001403	Prai.g_00030	Praa.g_00030
OG0001404	Prai.g_00068	Praa.g_00068
OG0001405	Prai.g_00339	Praa.g_00326
OG0001406	Prai.g_01068	Praa.g_01048
OG0001407	Prai.g_01081	Praa.g_01062
OG0001408	Prai.g_01086	Praa.g_01067
OG0001409	Prai.g_01178	Praa.g_01166
OG0001410	Prai.g_01355	Praa.g_01350
OG0001411	Prai.g_01422	Praa.g_01397
OG0001413	Prai.g_01547	Praa.g_01562
OG0001414	Prai.g_00240	Praa.g_00229
OG0001415	Prai.g_00242	Praa.g_00231
OG0001416	Prai.g_00490	Praa.g_00458
OG0001417	Prai.g_00500	Praa.g_00469
OG0001418	Prai.g_00713	Praa.g_00684
OG0001419	Prai.g_01082	Praa.g_01063
OG0001420	Prai.g_01122	Praa.g_01103
OG0001421	Prai.g_01554	Praa.g_01568
OG0001422	Prai.g_01585	Praa.g_01593
OG0001428	Prai.g_00183	Praa.g_00172
OG0001430	Prai.g_01271	Praa.g_01284
OG0001432	Prai.g_01545	Praa.g_01560
OG0001437	Prai.g_00241	Praa.g_00230
OG0001438	Prai.g_00306	Praa.g_00293
OG0001439	Prai.g_00320	Praa.g_00307
OG0001440	Prai.g_00448	Praa.g_00417
OG0001441	Prai.g_00550	Praa.g_00521
OG0001446	Prai.g_00079	Praa.g_00079
OG0001447	Prai.g_00126	Praa.g_00126
OG0001448	Prai.g_00380	Praa.g_00366
OG0001449	Prai.g_00413	Praa.g_00393
OG0001450	Prai.g_00716	Praa.g_00687
OG0001451	Prai.g_00786	Praa.g_00865
OG0001452	Prai.g_01058	Praa.g_00894
OG0001453	Prai.g_00967	Praa.g_00986
OG0001454	Prai.g_01096	Praa.g_01078
OG0001455	Prai.g_01132	Praa.g_01117
OG0001459	Prai.g_01552	Praa.g_01273
OG0001462	Prai.g_00034	Praa.g_00034
OG0001463	Prai.g_00299	Praa.g_00286
OG0001464	Prai.g_00342	Praa.g_00329
OG0001465	Prai.g_00731	Praa.g_00702
OG0001466	Prai.g_00431	Praa.g_00740
OG0001467	Prai.g_00868	Praa.g_00781
OG0001468	Prai.g_01073	Praa.g_01053
OG0001469	Prai.g_01594	Praa.g_01620
OG0001470	Prai.g_01433	Praa.g_01404
OG0001471	Prai.g_01548	Praa.g_01563
OG0001472	Prai.g_01556	Praa.g_01570
OG0001473	Prai.g_01857	Praa.g_01851
OG0001480	Prai.g_00382	Praa.g_00368
OG0001481	Prai.g_00386	Praa.g_00372
OG0001482	Prai.g_00488	Praa.g_00456
OG0001483	Prai.g_01613	Praa.g_01236
OG0001484	Prai.g_00893	Praa.g_01296
OG0001485	Prai.g_01270	Praa.g_01606
OG0001490	Prai.g_00046	Praa.g_00039
OG0001490	Prai.g_00443	Praa.g_00409
OG0001491	Prai.g_00862	Praa.g_00787
OG0001492	Prai.g_01220	Praa.g_01206
OG0001493	Prai.g_01228	Praa.g_01214
OG0001495	Prai.g_01723	Praa.g_01721
OG0001499	Prai.g_00060	Praa.g_00061
OG0001500	Prai.g_00276	Praa.g_00263
OG0001501	Prai.g_00733	Praa.g_00705
OG0001502	Prai.g_00877	Praa.g_00772
OG0001503	Prai.g_01151	Praa.g_01134
OG0001505	Prai.g_01394	Praa.g_01411
OG0001506	Prai.g_01502	Praa.g_01517
OG0001507	Prai.g_01245	Praa.g_01619
OG0001520	Prai.g_00406	Praa.g_00388
OG0001521	Prai.g_00896	Praa.g_00750
OG0001522	Prai.g_00814	Praa.g_00837
OG0001523	Prai.g_01147	Praa.g_01131
OG0001524	Prai.g_01148	Praa.g_01132
OG0001526	Prai.g_01699	Praa.g_01698
OG0001547	Prai.g_00875	Praa.g_00774
OG0001548	Prai.g_00871	Praa.g_00778
OG0001549	Prai.g_00788	Praa.g_00863
OG0001550	Prai.g_01134	Praa.g_01120
OG0001552	Prai.g_01237	Praa.g_01223
OG0001553	Prai.g_01460	Praa.g_01473
OG0001554	Prai.g_01555	Praa.g_01569
OG0001555	Prai.g_01569	Praa.g_01583
OG0001565	Prai.g_00447	Praa.g_00416
OG0001566	Prai.g_00705	Praa.g_00676
OG0001567	Prai.g_00876	Praa.g_00773
OG0001568	Prai.g_00874	Praa.g_00775
OG0001569	Prai.g_01108	Praa.g_01090
OG0001570	Prai.g_01255	Praa.g_01106
OG0001571	Prai.g_01128	Praa.g_01113
OG0001581	Prai.g_00155	Praa.g_00144
OG0001582	Prai.g_00499	Praa.g_00468
OG0001583	Prai.g_00863	Praa.g_00786
OG0001584	Prai.g_01016	Praa.g_00937
OG0001587	Prai.g_01697	Praa.g_01696
OG0001595	Prai.g_00067	Praa.g_00067
OG0001596	Prai.g_00075	Praa.g_00075
OG0001597	Prai.g_00376	Praa.g_00361
OG0001599	Prai.g_00491	Praa.g_00460
OG0001600	Prai.g_00541	Praa.g_00511
OG0001601	Prai.g_00703	Praa.g_00674
OG0001602	Prai.g_00730	Praa.g_00701
OG0001603	Prai.g_00861	Praa.g_00788
OG0001604	Prai.g_01038	Praa.g_00915
OG0001605	Prai.g_00950	Praa.g_01007
OG0001606	Prai.g_00738	Praa.g_01069
OG0001607	Prai.g_01149	Praa.g_01133
OG0001608	Prai.g_01361	Praa.g_01357
OG0001609	Prai.g_01501	Praa.g_01515
OG0001610	Prai.g_01503	Praa.g_01518
OG0001611	Prai.g_01566	Praa.g_01581
OG0001613	Prai.g_01801	Praa.g_01795
OG0001625	Prai.g_00271	Praa.g_00258
OG0001626	Prai.g_01577, Prai.g_00898	Praa.g_00748
OG0001627	Prai.g_00889	Praa.g_00755
OG0001628	Prai.g_01293	Praa.g_00760
OG0001629	Prai.g_00886	Praa.g_00761
OG0001630	Prai.g_01056	Praa.g_00897
OG0001631	Prai.g_01078	Praa.g_01058
OG0001633	Prai.g_01367	Praa.g_01363
OG0001647	Prai.g_00285	Praa.g_00273
OG0001648	Prai.g_00385	Praa.g_00371
OG0001649	Prai.g_01079	Praa.g_01060
OG0001650	Prai.g_00746	Praa.g_01342
OG0001651	Prai.g_01565	Praa.g_01580
OG0001661	Prai.g_01621	Praa.g_00410
OG0001662	Prai.g_01118	Praa.g_01100
OG0001663	Prai.g_01155	Praa.g_01143
OG0001664	Prai.g_01295	Praa.g_01246
OG0001665	Prai.g_01298	Praa.g_01249
OG0001667	Prai.g_01311	Praa.g_01292
OG0001684	Prai.g_00617	Praa.g_00589
OG0001685	Prai.g_00785	Praa.g_00867
OG0001686	Prai.g_00951	Praa.g_01006
OG0001687	Prai.g_01072	Praa.g_01052
OG0001688	Prai.g_01077	Praa.g_01057
OG0001689	Prai.g_01847	Praa.g_01841
OG0001698	Prai.g_01076	Praa.g_01056
OG0001699	Prai.g_01618	Praa.g_01237
OG0001705	Prai.g_00414	Praa.g_00394
OG0001707	Prai.g_01095	Praa.g_01077
OG0001708	Prai.g_01154	Praa.g_01142
OG0001710	Prai.g_01719	Praa.g_01717
OG0001719	Prai.g_00403	Praa.g_00386
OG0001720	Prai.g_00906, Prai.g_01773	Praa.g_00412, Praa.g_01299
OG0001721	Prai.g_00892	Praa.g_00752
OG0001723	Prai.g_01607	Praa.g_01258
OG0001724	Prai.g_01264	Praa.g_01622
OG0001742	Prai.g_00388	Praa.g_00375
OG0001743	Prai.g_01116	Praa.g_01098
OG0001744	Prai.g_01317	Praa.g_01304
OG0001745	Prai.g_01544	Praa.g_01559
OG0001773	Prai.g_01771	Praa.g_00411
OG0001774	Prai.g_00706	Praa.g_00677
OG0001775	Prai.g_01084	Praa.g_01065
OG0001776	Prai.g_01114	Praa.g_01096
OG0001777	Prai.g_01269	Praa.g_01263, Praa.g_01231
OG0001778	Prai.g_01308	Praa.g_01286
OG0001781	Prai.g_01586	Praa.g_01594
OG0001819	Prai.g_00404	Praa.g_00387
OG0001820	Prai.g_01306	Praa.g_00744, Praa.g_01254
OG0001821	Prai.g_00891	Praa.g_00753
OG0001822	Prai.g_00879	Praa.g_00770
OG0001823	Prai.g_00784	Praa.g_00868
OG0001824	Prai.g_00952	Praa.g_01005
OG0001825	Prai.g_01085	Praa.g_01066
OG0001826	Prai.g_01087	Praa.g_01068
OG0001827	Prai.g_01089	Praa.g_01071
OG0001828	Prai.g_01111	Praa.g_01093
OG0001829	Prai.g_01115	Praa.g_01097
OG0001830	Prai.g_01131	Praa.g_01116
OG0001831	Prai.g_01142	Praa.g_01126
OG0001832	Prai.g_00736	Praa.g_01281
OG0001833	Prai.g_01369	Praa.g_01365
OG0001919	Prai.g_00411	Praa.g_00390
OG0001920	Prai.g_00734	Praa.g_00706
OG0001921	Prai.g_00783	Praa.g_00870
OG0001922	Prai.g_01350	Praa.g_01333
OG0001982	Prai.g_00381	Praa.g_00367
OG0001983	Prai.g_00440	Praa.g_00736
OG0001984	Prai.g_00870	Praa.g_00779
OG0001985	Prai.g_01065	Praa.g_00874
OG0001986	Prai.g_00963	Praa.g_00990
OG0001988	Prai.g_00371	Praa.g_01341
OG0001989	Prai.g_01359	Praa.g_01355
OG0002026	Prai.g_00410	Praa.g_00389
OG0002027	Prai.g_00782	Praa.g_00872
OG0002028	Prai.g_00957	Praa.g_01001
OG0002031	Prai.g_01605	Praa.g_01604
OG0002032	Prai.g_01898	Praa.g_01891
OG0002057	Prai.g_00110	Praa.g_00110
OG0002058	Prai.g_00191	Praa.g_00180
OG0002059	Prai.g_00377	Praa.g_00363
OG0002060	Prai.g_00379	Praa.g_00365
OG0002061	Prai.g_00412	Praa.g_00392
OG0002062	Prai.g_01629	Praa.g_00401
OG0002064	Prai.g_00497	Praa.g_00466
OG0002065	Prai.g_00587	Praa.g_00560
OG0002066	Prai.g_00594	Praa.g_00566
OG0002067	Prai.g_00747	Praa.g_00710
OG0002068	Prai.g_00903	Praa.g_00745
OG0002069	Prai.g_00900	Praa.g_00746
OG0002070	Prai.g_00878	Praa.g_00771
OG0002071	Prai.g_00872	Praa.g_00777
OG0002072	Prai.g_00864	Praa.g_00785
OG0002073	Prai.g_00843	Praa.g_00808
OG0002074	Prai.g_00790	Praa.g_00861
OG0002075	Prai.g_00781	Praa.g_00873
OG0002076	Prai.g_01034	Praa.g_00919
OG0002077	Prai.g_00956	Praa.g_01002
OG0002078	Prai.g_00953	Praa.g_01004
OG0002079	Prai.g_00947	Praa.g_01009
OG0002080	Prai.g_00930	Praa.g_01027
OG0002081	Prai.g_01071	Praa.g_01051
OG0002082	Prai.g_01080	Praa.g_01061
OG0002083	Prai.g_01091	Praa.g_01073
OG0002084	Prai.g_01092	Praa.g_01074
OG0002085	Prai.g_01099	Praa.g_01081
OG0002086	Prai.g_01104	Praa.g_01086
OG0002087	Prai.g_01105	Praa.g_01087
OG0002088	Prai.g_01106	Praa.g_01088
OG0002089	Prai.g_01129	Praa.g_01114
OG0002090	Prai.g_01133	Praa.g_01119
OG0002091	Prai.g_01152	Praa.g_01135
OG0002092	Prai.g_01240	Praa.g_01227
OG0002093	Prai.g_01262	Praa.g_01253
OG0002094	Prai.g_01312	Praa.g_01293
OG0002095	Prai.g_01315	Praa.g_01302
OG0002097	Prai.g_00775	Praa.g_01405
OG0002098	Prai.g_01430	Praa.g_01448
OG0002099	Prai.g_01551	Praa.g_01566
OG0002100	Prai.g_01561	Praa.g_01575
OG0002101	Prai.g_01564	Praa.g_01578
OG0002102	Prai.g_01568	Praa.g_01582
OG0002103	Prai.g_01571	Praa.g_01584
OG0002104	Prai.g_01572	Praa.g_01586
OG0002105	Prai.g_01643	Praa.g_01640
OG0002146	Prai.g_00526	Praa.g_00496
OG0002147	Prai.g_00735	Praa.g_00707
OG0002150	Prai.g_01609	Praa.g_01003
OG0002152	Prai.g_01305	Praa.g_01283
OG0002215	Prai.g_01589	Praa.g_00737
OG0002216	Prai.g_01307	Praa.g_00743
OG0002217	Prai.g_00859	Praa.g_00790
OG0002219	Prai.g_01121	Praa.g_01102
OG0002220	Prai.g_00432	Praa.g_01269
OG0002222	Prai.g_01580	Praa.g_01591
OG0002223	Prai.g_00436	Praa.g_01615
OG0002263	Prai.g_00888	Praa.g_00756
OG0002264	Prai.g_00818	Praa.g_00833
OG0002266	Prai.g_01296	Praa.g_01247
OG0002267	Prai.g_01600	Praa.g_01275
OG0002311	Prai.g_01604	Praa.g_00398
OG0002313	Prai.g_00873	Praa.g_00776
OG0002316	Prai.g_01066	Praa.g_01046
OG0002317	Prai.g_01124	Praa.g_01105
OG0002319	Prai.g_00423	Praa.g_01232
OG0002323	Prai.g_01603	Praa.g_01602
OG0002363	Prai.g_00459	Praa.g_00428
OG0002365	Prai.g_00045	Praa.g_01265
OG0002369	Prai.g_00742	Praa.g_01403
OG0002371	Prai.g_01546	Praa.g_01561
OG0002372	Prai.g_01576	Praa.g_01588
OG0002373	Prai.g_01137	Praa.g_01610
OG0002413	Prai.g_01127	Praa.g_01111
OG0002415	Prai.g_01135	Praa.g_01121
OG0002417	Prai.g_01249	Praa.g_01240
OG0002478	Prai.g_00429	Praa.g_00408
OG0002481	Prai.g_00148	Praa.g_01612
OG0002550	Prai.g_00446	Praa.g_00415
OG0002551	Prai.g_01110	Praa.g_01092
OG0002618	Prai.g_01620	Praa.g_00404
OG0002620	Prai.g_00405	Praa.g_01234
OG0002688	Prai.g_01617	Praa.g_00402
OG0002689	Prai.g_01276	Praa.g_00406
OG0002690	Prai.g_01616	Praa.g_01239
OG0002691	Prai.g_01614	Praa.g_01267
OG0002767	Prai.g_00038	Praa.g_00053
OG0002769	Prai.g_01615	Praa.g_01238
OG0002885	Prai.g_00449	Praa.g_00418
OG0002886	Prai.g_01123	Praa.g_01104
OG0003010	Prai.g_01397	Praa.g_01400
OG0003015	Prai.g_01627	Praa.g_01621
OG0003157	Prai.g_00455	Praa.g_00424
OG0003158	Prai.g_00452, Prai.g_00458	Praa.g_00427
OG0003159	Prai.g_01396	Praa.g_01399
OG0003335	Prai.g_00398	Praa.g_00384
OG0003336	Prai.g_00456	Praa.g_00425
OG0003337	Prai.g_00457	Praa.g_00426
OG0003338	Prai.g_01094	Praa.g_01076
OG0004008	Prai.g_00444	Praa.g_00414
OG0004009	Prai.g_00941	Praa.g_01016
OG0005335	Prai.g_01429	Praa.g_01340
